mv,weights
4.99045868498965,0.752319672501541
4.464159845989235,1.3257023318393528
5.780762886770147,0.5364821825267114
4.826943727913565,0.9486078774018827
6.1910043253688,0.5263407214473177
6.109222224987108,0.5600250718523455
3.3661573825916147,0.12118299083554096
6.185185951940932,0.5295039734305135
6.4011644959054905,0.3610294042254448
5.991873925187868,0.5707892869873553
3.768031250719712,0.2939626159620075
7.308623588945235,0.03750146423146173
5.247213835061741,0.5761202617858193
6.433463599897907,0.3330370469114649
6.662475884247884,0.1756216315453704
7.76616142809875,0.01836407572018205
7.395899002138833,0.03206860158947402
6.437628247434292,0.3294899925649281
4.502303357216848,1.3309175432006066
3.134236257624801,0.07857392723110428
5.532086108512903,0.5142098248516385
6.27107208357532,0.4724063914850574
3.399420136696458,0.1294604447261462
7.3742314644930715,0.033305405720748554
6.416517137799566,0.3476296566976298
3.785150385016713,0.30669954736662514
7.8577225523336995,0.016355129088038965
5.4213362512255285,0.5251889172444165
5.504049786928392,0.5155863809872585
3.47465253852993,0.1509814178341998
6.177897770699863,0.533304915226645
7.19362019702138,0.04690319526693112
6.264316381537889,0.4776095890934618
6.8041402480280695,0.11820333000383455
3.5704800763432045,0.18540384889978243
5.471045301446243,0.5184007545837418
4.792100564250142,0.9986653685836586
7.716740771621995,0.01961215378545133
3.5850051675840495,0.19145644990352081
3.4443702770973914,0.1418128045674859
7.939887711056351,0.014830208789802261
7.082086421471059,0.05948204442464005
4.255051671234817,1.0196463756488936
6.710228734040639,0.15331378433059153
6.897885198343333,0.09236759786781298
4.56485857476393,1.3023159241589202
4.794521304754053,0.9951194191700481
6.015861172372885,0.5715506082140359
6.888037877782539,0.09472652965083404
6.873544883432906,0.09833811076752058
7.393970437534608,0.03217594935528541
6.283539857826025,0.46255472970325406
4.127004122193377,0.7524774464806573
3.6003425605866024,0.19812055736560638
5.616973366538125,0.5153764926618495
3.3306283472457845,0.11306224170409217
7.597367820999984,0.023224153062394403
3.0033814467995303,0.06254376894489316
5.330181840937183,0.5462183325204587
4.6876385884911125,1.1550178219221334
4.785831041374947,1.0078895031864639
6.151794048110222,0.545411708908334
4.80067415089269,0.9861483402206914
5.996138817211774,0.5710134678320127
5.810432023814998,0.5420833543852562
4.189019987308679,0.8786515398984186
7.723557575702042,0.019432348036970633
3.398274989606601,0.12916385445484835
7.009051862540625,0.07031217974114126
5.036618908250068,0.7096049714045882
4.95882407640554,0.784797027927247
5.104493150866545,0.6562784096045183
4.806094938412423,0.9782970221237963
6.258893972895952,0.48171188201090637
5.056378027922724,0.6929538077370868
7.73709797271847,0.01908264517379402
4.751745920826875,1.0588336295193
7.190145978515212,0.047236710735400075
6.314376918894462,0.43703156894878126
5.588845826646703,0.5141366912336757
6.596110181054637,0.2124744156840759
6.492577741889404,0.28459070108562956
4.682514804937195,1.162496961858139
5.41352588150765,0.5265446575335935
7.4038180857725715,0.03163324477148681
7.3984482716378235,0.03192750418559468
3.2880023651847594,0.10419651149376487
4.427693604062239,1.3034534664585735
3.652742644580458,0.2232078404026126
5.190782485799791,0.6031031013878108
6.292009464518317,0.4556947664289831
3.822702264843408,0.3370557547640574
6.390540508010435,0.3703724437778657
7.737224269624925,0.01907942915970739
5.368973254859298,0.53584799273913
6.2808946646449915,0.46467042646879486
5.3466772558222395,0.5415418722899291
5.433511354056938,0.5232346499080633
5.930634328985427,0.5641958742952745
6.2091010046463655,0.5157905372718615
6.955229334625184,0.08002153938858474
4.447357319333184,1.3175411972802833
7.898148021992203,0.015575519226505461
4.428747103929128,1.3043303745917412
4.383998116991716,1.2555514350389991
7.4665100909506315,0.02847332167241442
5.312128165087308,0.5518020135675179
7.093482420717867,0.05799877869703641
3.412774802619854,0.13298346736550368
3.5546450386754165,0.17907791287946107
4.276547013567378,1.0648196665640393
4.547518095649518,1.3144435115991835
4.65502436419988,1.2014207509502839
5.027212078326848,0.7178705475710057
4.458053044478337,1.3231529901976404
4.141135057256724,0.7802519357908732
7.476908000092102,0.02799452478681585
5.243852970838907,0.5775689671931914
7.151060580252185,0.05122670506829769
4.241542627349215,0.9908363415183973
5.037454946551188,0.7088810197632306
3.025357060392355,0.0649478420387627
7.147904947731946,0.05156892793666157
4.889252270502304,0.8656429035069204
3.423104225605236,0.1357916587616247
6.705767392033739,0.1552596162247238
5.110776653844313,0.6518778188196952
3.3482226479199344,0.11699548397989981
5.8378069609958665,0.5474189115937684
7.25892967048796,0.041202946695199784
7.550795795675505,0.024912581380677323
7.156961002339974,0.05059517219193896
5.217927300030324,0.5894070766166393
7.275170206499272,0.039938154838838585
6.219322530753649,0.5093729791980399
6.472402332174854,0.30062200624041047
6.567504492269212,0.23060945538493743
4.004975678046014,0.5442281917024421
3.1298708831423157,0.07796603090908774
3.6191268505616647,0.206685517943408
3.5293994893169183,0.1695457823827969
7.536699089939439,0.025460129126710168
3.0006274667008945,0.062249739192827946
5.658351133785377,0.5186278279343669
5.223127385911168,0.5869371806056128
4.882450968137356,0.8742347875782188
3.788069209832187,0.3089375528614151
3.371348696545646,0.12243007763442976
6.714566286205592,0.1514481313459242
4.947941422633956,0.7965867762025481
6.725609798551169,0.1468127004235058
6.910668460116574,0.0894151905942683
3.7292319566299743,0.2674072599351424
6.084373103629273,0.5656802613328364
5.250161185799104,0.5748657233277326
3.9216206405178684,0.4356405802786974
6.578424663253874,0.22352283962218955
7.1224164971122965,0.054451949754815855
7.93211929655704,0.014964605473208369
4.073225500885955,0.6533990462568383
7.1274956650674435,0.05386010349105301
3.9948471251337496,0.5296262017141506
3.949130531482484,0.4686418088748565
3.1763201995839534,0.08473707557469996
6.799774176498958,0.11960972032864943
6.81813282522661,0.11382865618754778
3.7661631841569347,0.29261204951646586
5.378793629658163,0.5335633590528583
7.9726161280594,0.01428441834940225
7.116063255237794,0.055204856881465154
5.432232963754993,0.5234308125097934
4.537033332118881,1.3202963105987018
6.198070577091488,0.52234771792875
3.7516517947522567,0.2823747634509941
7.78511854712872,0.017917697188398304
